Freq, Harmonic, V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
50, 1.00000, 204.588, -34.4497, 194.094, -154.432, 186.891, 83.4683, 1.32424E-011, 74.0546, 9.09495E-012, 180, 2.2129E-011, -99.4623
100, 2.00000, 0.0415534, -75.2283, 0.0243334, 49.8612, 0.0585613, 164.1, 3.6418E-015, 37.5686, 3.14018E-015, -135, 6.40475E-015, -146.31
150, 3.00000, 2.49444, -102.185, 2.35594, -90.3756, 2.48752, -87.8703, 2.00091E-013, 6.1155, 4.01944E-014, -135, 2.04952E-013, 146.31
200, 4.00000, 0.0530631, -152.582, 0.0537796, 60.8695, 0.0897707, -41.5444, 3.20237E-015, -146.31, 2.39149E-015, 21.8014, 8.88178E-016, 0
250, 5.00000, 0.445673, 126.913, 1.52761, 178.055, 0.837266, -92.1852, 7.94411E-015, 26.5651, 4.14314E-014, -120.964, 4.49387E-014, -108.435
300, 6.00000, 0.103502, 136.887, 0.0896136, 143.649, 0.187395, 149.593, 1.77636E-015, 90, 1.98603E-015, 63.4349, 4.72073E-015, 48.8141
350, 7.00000, 0.876701, -132.607, 1.63925, 88.2185, 1.80427, -57.3948, 4.39446E-014, -14.0362, 3.55271E-014, -90, 4.01944E-014, 45
400, 8.00000, 0.0805855, -32.7561, 0.0958792, 85.5554, 0.111819, 178.169, 1.88411E-015, 135, 3.38208E-015, -156.801, 5.0243E-015, 45
450, 9.00000, 1.38628, -160.205, 1.52656, -131.202, 2.10058, -148.044, 1.06581E-014, 0, 1.58882E-014, 116.565, 3.17764E-014, -153.435
500, 10.00000, 0.0405997, -2.44267, 0.0114176, -63.6436, 0.0802017, 100.231, 8.88178E-016, 180, 4.96507E-016, 153.435, 1.25607E-015, 45
550, 11.00000, 0.932858, 70.1653, 1.10178, 172.827, 0.695595, -103.545, 1.50729E-014, -135, 2.24693E-014, 108.435, 0, 0
650, 13.00000, 0.976014, -36.4918, 0.549636, -117.482, 0.491386, 49.5139, 1.62077E-014, -99.4623, 1.42109E-014, 180, 1.46482E-014, -104.036
750, 15.00000, 0.448026, 98.9313, 0.318655, 39.5911, 0.363822, 111.394, 5.34754E-015, -48.3665, 0, 0, 5.0243E-015, -135
850, 17.00000, 1.0445, -16.3017, 0.712444, 94.731, 0.571675, -153.991, 2.66454E-015, 0, 2.66454E-015, 0, 5.0243E-015, 135
950, 19.00000, 0.593358, -60.0076, 0.472962, 147.21, 0.280484, 40.1599, 9.93014E-016, 116.565, 1.98603E-015, 116.565, 1.98603E-015, -26.5651
1050, 21.00000, 0.169927, 172.176, 0.323003, 150.894, 0.147763, 17.0417, 1.88411E-015, -45, 1.60119E-015, -146.31, 2.97904E-015, -26.5651
1150, 23.00000, 0.62945, 106.536, 0.33342, -168.452, 0.257198, -21.9154, 3.23302E-015, -74.0546, 1.98603E-015, -116.565, 2.22045E-015, 180
1250, 25.00000, 0.116736, 96.046, 0.326504, -155.134, 0.641204, 6.48832, 1.77636E-015, -90, 8.88178E-016, 0, 5.32907E-015, -90
1350, 27.00000, 0.192037, -52.9418, 0.427713, -114.994, 0.90362, -163.966, 8.88178E-016, 0, 4.44089E-015, 53.1301, 2.13163E-014, 180
1450, 29.00000, 1.00379, 176.695, 0.821806, -131.207, 0.421159, -20.4705, 1.28095E-014, 146.31, 1.77636E-015, 90, 1.03674E-014, 136.736
1550, 31.00000, 1.03343, 123.803, 1.71065, -6.10703, 1.45242, 161.494, 2.5619E-014, -146.31, 7.10543E-015, 0, 1.12347E-014, -18.4349
1650, 33.00000, 0.257281, 139.841, 0.170926, 48.8602, 0.774583, 126.88, 3.66205E-015, 165.964, 1.98603E-015, 26.5651, 7.16072E-015, 82.875
1750, 35.00000, 1.31736, -79.7394, 1.54216, -2.43534, 0.971128, 98.178, 2.32459E-014, -173.418, 7.94411E-015, 153.435, 1.12347E-014, -108.435
1850, 37.00000, 0.327305, 53.4088, 0.820578, -15.8095, 0.596843, -136.063, 8.88178E-015, -143.13, 3.97205E-015, 116.565, 8.1886E-015, -130.601
1950, 39.00000, 0.5636, -73.7839, 0.249625, 48.6495, 0.253185, 11.2673, 3.38936E-015, -31.6075, 3.76822E-015, -135, 1.98603E-015, 26.5651
2050, 41.00000, 0.218698, -43.4715, 0.698735, 92.9484, 0.108101, -96.9565, 7.1089E-016, -51.3402, 1.55827E-015, 175.914, 2.1065E-015, -108.435
2150, 43.00000, 0.217365, -52.3287, 0.765885, 142.595, 0.743707, -1.81682, 1.98603E-015, 116.565, 3.55271E-015, -90, 5.32907E-015, -90
2250, 45.00000, 0.286339, 33.8505, 0.346057, 128.638, 0.531299, 57.4798, 5.40258E-015, -99.4623, 9.93014E-016, 116.565, 2.97904E-015, -153.435
2350, 47.00000, 1.08283, 105.066, 0.900436, -158.133, 0.351007, -14.038, 3.20237E-015, -123.69, 1.83103E-015, 104.036, 3.61462E-015, 132.51
2450, 49.00000, 0.444944, 65.7254, 1.02072, -104.094, 0.664509, 105.842, 1.89715E-015, 20.556, 2.22045E-016, 90, 3.20237E-015, -56.3099
