1,100.0
2,0.8281829419035847
3,1.7799752781211375
4,0.5176143386897405
5,2.7317676143386898
6,0.23485784919653896
7,1.3473423980222496
8,0.23485784919653896
9,2.1631644004944373
10,0.1792336217552534
11,2.799752781211372
13,2.917181705809642
15,1.5327564894932015
17,0.45117428924598263
19,0.5438813349814586
21,0.5747836835599507
23,0.5933250927070458
25,0.4573547589616812
27,0.5191594561186651
29,0.42645241038318915
31,0.642768850432633
33,0.2719406674907293
35,0.5067985166872682
37,0.2224969097651422
39,0.14215080346106304
41,0.1977750309023486
43,0.16069221260815825
45,0.1050679851668727
47,0.06180469715698394
49,0.06798516687268233
