Freq, Harmonic, V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
50, 1.00000, 200.525, -34.8027, 200.428, -154.48, 196.801, 85.4457, 4.29297E-011, 126.384, 4.72937E-011, 180, 1.81899E-011, -53.1301
100, 2.00000, 0.00683006, 138.519, 0.0438666, 49.4471, 0.0135951, 147.915, 3.55445E-016, -141.34, 1.36087E-015, -101.768, 8.00593E-016, 33.6901
150, 3.00000, 2.22579, -66.29, 2.27702, -81.6692, 1.81113, -73.4832, 2.38217E-013, 72.646, 1.71121E-013, -94.7636, 8.03887E-014, -45
200, 4.00000, 0.0442272, 166.395, 0.0602687, 76.5743, 0.0591362, -41.9191, 1.77636E-015, -90, 7.35098E-015, -154.983, 2.51215E-015, -45
250, 5.00000, 2.14781, 56.3468, 0.408556, -173.391, 0.96559, -57.1687, 1.33735E-013, 16.9908, 1.43214E-014, 119.745, 4.01944E-014, 135
300, 6.00000, 0.0433814, 157.926, 0.124732, 161.588, 0.10122, 166.103, 8.88178E-016, 0, 4.96507E-015, 26.5651, 7.32411E-015, 75.9638
350, 7.00000, 2.35533, -162.076, 1.37912, 89.3657, 1.44913, -36.5816, 5.32907E-014, 143.13, 2.13163E-014, 90, 7.10543E-014, 126.87
400, 8.00000, 0.052822, -7.00302, 0.0837664, 75.8985, 0.059874, -135.84, 1.11022E-016, 0, 1.04738E-015, 122.005, 2.39149E-015, 68.1986
450, 9.00000, 1.82291, -118.814, 1.74224, -143.287, 1.61096, -140.829, 4.93559E-014, -120.256, 2.24693E-014, -161.565, 2.92964E-014, 165.964
500, 10.00000, 0.0169227, 120.59, 0.0302559, -120.193, 0.0338501, 125.972, 8.9509E-016, 60.2551, 1.33227E-015, 0, 1.19575E-015, -21.8014
550, 11.00000, 1.26394, 74.7495, 0.721199, 173.746, 1.18072, -52.2691, 4.14314E-014, -59.0362, 3.49902E-014, -113.962, 4.83221E-014, 143.973
650, 13.00000, 0.573537, 116.639, 0.306414, -148.285, 0.666522, 59.3573, 2.97772E-014, 72.646, 7.16072E-015, -97.125, 8.88178E-015, 36.8699
750, 15.00000, 0.28878, -48.4412, 0.430062, 176.039, 0.212904, -117.375, 3.20237E-015, 146.31, 3.20237E-015, -146.31, 5.0243E-015, -135
850, 17.00000, 0.677206, -29.69, 0.555802, 102.262, 0.435785, -151.206, 4.44089E-015, -53.1301, 2.51215E-015, -135, 1.43214E-014, -60.2551
950, 19.00000, 0.589862, -169.904, 0.341835, 134.212, 0.312786, -5.40652, 1.97208E-014, -97.7652, 5.61733E-015, -108.435, 4.78299E-015, -21.8014
1050, 21.00000, 0.283558, 124.7, 0.231827, 9.13157, 0.266735, 45.6097, 5.0243E-015, -45, 2.22045E-015, -53.1301, 0, 0
1150, 23.00000, 0.600195, 49.0294, 0.404694, -147.931, 0.550024, -72.2029, 8.88178E-016, -90, 1.77636E-015, -90, 1.63772E-014, -49.3987
1250, 25.00000, 0.820718, -66.4122, 0.437752, -175.838, 0.558031, 62.9659, 7.99361E-015, 180, 1.11288E-014, -151.39, 5.68712E-015, 51.3402
1350, 27.00000, 0.626671, -160.765, 0.298912, -179.371, 0.437583, -166.607, 8.98115E-015, 81.4692, 4.78299E-015, 158.199, 7.94411E-015, 116.565
1450, 29.00000, 1.04104, 146.103, 0.964667, -81.842, 1.06871, 21.0331, 1.44585E-014, 47.4896, 3.55271E-015, 180, 7.10543E-015, -90
1550, 31.00000, 1.24786, 69.7436, 1.28501, -15.2621, 1.56369, -143.575, 1.88829E-014, -131.186, 1.00486E-014, -45, 2.13902E-014, -131.634
1650, 33.00000, 0.290159, -43.3739, 0.67457, -146.547, 0.456689, -163.918, 1.18498E-014, -77.0054, 5.40258E-015, 80.5377, 1.98603E-015, 153.435
1750, 35.00000, 1.49026, -93.8404, 1.58432, 40.2556, 1.68873, 146.06, 1.12347E-014, 71.565, 6.40475E-015, -123.69, 3.97205E-015, 63.4349
1850, 37.00000, 1.23017, 144.111, 0.911237, 17.9144, 0.545573, -76.541, 1.08052E-014, -99.4623, 7.75568E-015, 156.371, 8.88178E-015, -53.1301
1950, 39.00000, 0.880306, 33.8234, 0.477767, -31.0321, 0.341744, -18.7317, 1.20233E-014, 85.7636, 5.56442E-015, -61.3895, 2.22045E-016, 180
2050, 41.00000, 0.936507, -8.7108, 0.669007, 156.669, 0.908442, -128.527, 1.43214E-014, -60.2551, 5.61733E-015, -108.435, 1.67581E-014, -57.9946
2150, 43.00000, 1.14372, -101.603, 0.826854, 153.193, 0.900083, 65.5706, 2.22577E-014, 151.39, 1.98603E-015, 63.4349, 7.53644E-015, 45
2250, 45.00000, 0.791702, 119.422, 0.364221, 63.7767, 0.42002, 56.1493, 1.57135E-014, -132.709, 5.32907E-015, 0, 5.95808E-015, -153.435
2350, 47.00000, 1.2785, 94.9486, 1.18656, -109.851, 1.20131, -25.553, 3.814E-014, -117.759, 8.88178E-015, 126.87, 2.30413E-014, -152.447
2450, 49.00000, 1.16695, 0.630243, 0.845972, -100.909, 1.01481, 167.914, 3.73141E-014, 88.6361, 2.51215E-015, -135, 2.51215E-015, -45
